loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
46639,75032,699,12,0.63,15,7,personal,0
13743,62687,815,29,0.06,7,4,auto,0
43092,66103,798,4,0.48,19,3,business,0
45299,41976,610,5,0.23,6,6,education,1
7588,82863,570,3,0.12,19,4,education,1
4311,141779,748,5,0.54,7,7,business,1
23432,20591,411,17,0.14,1,6,auto,1
34755,26277,538,27,0.36,7,4,home,0
4321,81860,443,12,0.49,3,7,business,0
16812,22260,673,22,0.44,6,0,business,1
38383,129443,319,2,0.73,6,7,education,1
49280,149505,588,29,0.6,11,2,home,0
14146,85883,496,9,0.59,2,0,home,1
14654,44741,681,3,0.3,6,8,auto,1
36820,139720,791,24,0.06,18,5,home,0
1726,57211,463,14,0.56,14,7,auto,1
4760,129392,548,11,0.75,12,9,personal,0
23190,147373,367,14,0.33,9,3,business,0
2875,61542,320,28,0.74,13,1,business,0
24377,26869,811,20,0.15,1,5,auto,0
47737,113618,689,24,0.26,8,1,auto,0
5033,107616,835,25,0.17,9,0,auto,0
39211,84732,410,28,0.38,17,6,business,1
18373,114515,759,25,0.61,13,6,auto,0
4744,39422,377,9,0.29,4,5,business,0
25995,55613,733,11,0.68,6,1,business,0
17977,77016,679,25,0.43,13,4,education,1
33402,80110,739,21,0.38,17,0,education,0
35542,108529,638,7,0.6,19,1,personal,0
11651,97922,723,20,0.12,8,4,personal,1
34703,54033,468,20,0.59,17,4,home,1
14395,65213,561,2,0.22,17,6,auto,1
30808,149633,528,6,0.25,15,4,business,0
37576,81993,460,17,0.47,1,5,home,0
17715,32938,726,26,0.68,2,1,education,0
45409,96695,421,27,0.45,10,4,business,0
25306,22274,448,2,0.5,16,7,home,0
20086,104390,410,14,0.59,4,0,education,0
15376,51815,520,1,0.23,8,9,personal,1
6889,96018,363,14,0.63,16,6,auto,1
38822,38961,653,12,0.34,7,7,auto,0
37636,40044,773,23,0.17,5,4,home,0
21584,119372,784,19,0.3,8,3,education,0
35610,41975,312,9,0.22,3,0,home,0
11058,34706,452,23,0.21,3,8,education,0
10101,25974,538,23,0.25,18,1,education,1
13497,149675,489,23,0.18,4,4,auto,0
5658,96464,385,23,0.52,4,6,personal,1
12381,41213,320,7,0.46,15,7,personal,1
41312,21950,618,15,0.5,15,9,business,0
41486,142971,457,27,0.29,4,3,education,1
47619,105013,780,24,0.59,2,9,auto,1
18154,30411,375,15,0.14,3,0,education,0
20539,148603,628,1,0.45,10,6,business,0
12777,107231,715,8,0.24,1,9,auto,0
35396,66156,502,7,0.42,18,8,education,0
31373,82744,528,10,0.28,5,0,personal,1
34154,37771,451,25,0.6,9,0,personal,0
7031,89810,371,0,0.67,6,6,business,0
28997,55053,524,29,0.57,19,8,personal,1
7439,137894,772,20,0.17,9,4,education,0
23785,72076,659,10,0.24,18,3,business,0
14392,27045,839,17,0.69,15,5,home,0
29669,77623,345,25,0.36,15,8,business,0
29939,49714,300,20,0.71,14,1,personal,0
3282,54386,544,28,0.32,3,4,auto,1
35624,129283,518,14,0.72,8,3,business,0
49438,28562,590,23,0.7,19,2,education,1
25364,75048,757,8,0.51,11,4,business,0
2998,113295,503,8,0.06,4,6,personal,1
32705,32026,501,0,0.33,15,2,business,0
39244,126147,781,6,0.69,10,2,education,0
10428,51589,810,11,0.67,11,5,education,1
38437,128199,577,26,0.18,9,4,personal,1
13336,117274,315,23,0.33,17,2,education,0
10342,46844,824,9,0.63,9,0,personal,0
40832,43447,655,18,0.45,9,9,business,0
8446,110415,655,28,0.64,9,1,business,0
39392,97502,377,15,0.63,2,2,home,0
8461,103268,366,5,0.69,13,3,personal,0
35587,74708,513,10,0.13,1,4,auto,0
11516,83925,748,18,0.15,6,9,personal,0
14749,90825,732,24,0.11,6,8,business,0
18514,71574,844,28,0.7,16,3,business,0
36426,105548,414,18,0.38,12,8,education,0
37268,38812,719,17,0.1,15,4,home,0
25950,121337,798,24,0.28,7,2,auto,0
35888,75309,679,14,0.3,2,6,home,1
37788,84230,442,26,0.62,12,7,personal,1
11213,61628,323,28,0.56,2,8,personal,0
37027,143379,838,15,0.53,4,8,business,1
29011,60581,374,13,0.07,3,5,education,0
43849,136102,834,7,0.69,2,8,auto,0
35591,66628,340,7,0.2,18,2,education,0
18858,108628,712,1,0.49,3,1,auto,0
19626,45105,714,5,0.09,10,4,home,0
14467,99830,748,12,0.11,12,6,business,0
40758,141323,735,12,0.06,4,6,education,0
4134,89157,538,20,0.45,7,5,personal,1
17743,52442,341,29,0.49,19,2,business,0
16434,146336,309,11,0.09,8,5,auto,1
48775,107235,564,1,0.25,3,0,business,0
11233,135442,744,20,0.65,15,2,personal,1
2141,22347,438,19,0.12,8,1,personal,1
19019,115022,495,24,0.2,18,3,auto,0
21384,67650,373,11,0.35,14,7,business,0
43903,37110,524,16,0.64,19,2,education,1
46734,82170,401,5,0.23,4,5,business,1
37129,24923,563,6,0.75,3,9,personal,1
23967,71801,460,27,0.3,9,0,auto,0
41603,82771,532,5,0.32,10,3,home,0
12172,144926,790,20,0.14,8,4,home,1
17390,101147,610,27,0.53,2,4,business,0
4267,68135,526,3,0.22,1,0,personal,1
40332,39199,572,20,0.49,4,8,business,0
27167,29066,616,8,0.21,16,4,auto,0
22312,121583,385,4,0.32,5,8,education,0
28840,72136,590,9,0.65,18,6,home,0
19990,112290,768,14,0.57,14,4,business,0
45179,56575,703,7,0.16,13,8,personal,1
6906,109796,726,22,0.48,16,4,home,1
49796,140787,674,3,0.49,15,9,home,0
41379,66733,551,25,0.11,19,8,education,1
18297,134427,832,4,0.38,4,4,business,0
3011,36991,606,6,0.23,19,0,education,0
45014,42553,729,5,0.38,13,6,personal,0
47558,109710,563,12,0.59,11,4,personal,0
12738,107493,367,18,0.16,18,4,business,0
29797,20634,406,9,0.14,11,5,home,0
48498,115417,699,14,0.24,1,5,auto,1
12120,32771,498,2,0.72,15,6,education,0
9767,145607,491,17,0.57,10,7,home,1
23852,135762,813,13,0.06,4,0,personal,0
14703,38298,741,2,0.33,6,9,personal,1
1929,99876,300,10,0.23,2,2,home,0
12951,118892,657,9,0.5,17,5,home,0
27039,55999,414,28,0.37,12,0,personal,1
49613,91887,496,16,0.73,5,4,education,1
30504,79648,573,12,0.2,19,4,education,1
18438,82668,459,24,0.46,6,9,home,0
49515,89374,472,1,0.54,17,8,business,1
6744,87509,844,27,0.63,19,1,personal,1
19284,132650,757,12,0.33,3,6,auto,0
43417,123348,732,18,0.53,8,8,personal,1
40748,95783,780,4,0.26,5,7,education,0
8069,64440,754,15,0.35,5,0,education,0
43359,51655,495,9,0.68,17,0,auto,1
20799,63039,608,11,0.71,19,1,education,0
34210,75255,793,19,0.55,19,0,auto,0
29226,92219,738,12,0.31,10,7,education,0
5652,74989,658,20,0.62,3,6,auto,0
25323,31244,335,15,0.07,13,5,business,1
43138,114594,333,21,0.12,16,1,personal,1
8597,78595,387,20,0.51,12,8,education,1
48093,59551,315,25,0.25,17,0,home,1
38226,83230,720,0,0.72,2,0,auto,0
7591,123898,425,21,0.36,16,1,auto,0
26833,48371,307,8,0.35,11,6,auto,0
12826,89358,771,15,0.52,1,9,education,0
27417,48878,767,18,0.59,12,0,personal,1
19693,56157,809,14,0.38,6,2,home,0
15138,25914,701,17,0.2,19,9,auto,1
3169,103700,475,21,0.59,5,7,auto,1
19556,47180,666,11,0.27,3,6,auto,1
23052,23688,787,13,0.17,18,7,auto,0
7313,100219,317,2,0.49,18,5,home,0
9315,98616,355,3,0.11,12,7,auto,0
9036,116489,334,5,0.73,18,4,home,1
32778,29916,646,15,0.49,10,8,home,1
28734,76363,331,27,0.74,4,9,auto,1
24173,115213,432,12,0.29,19,0,business,0
31403,47360,498,11,0.73,4,6,home,0
1785,57805,555,21,0.15,11,5,business,1
7139,33453,641,11,0.08,3,7,home,0
7344,146599,530,1,0.07,15,1,education,0
19800,42703,600,28,0.38,16,0,auto,0
26372,79021,846,12,0.11,12,0,education,0
21538,94176,325,2,0.41,18,1,home,1
15973,114799,834,12,0.28,6,4,education,0
6619,118385,773,24,0.28,15,6,auto,0
35704,124582,686,1,0.49,2,8,auto,0
37575,101614,584,18,0.16,12,3,home,1
40919,108919,749,8,0.59,10,8,home,1
43261,101072,619,19,0.46,4,2,business,0
46123,136094,455,0,0.69,8,5,personal,1
28716,27410,770,26,0.31,15,8,education,0
4236,101462,719,12,0.74,19,0,business,0
16848,68268,412,1,0.45,16,3,education,1
3352,54248,721,14,0.73,13,4,auto,1
2932,51159,584,18,0.07,15,5,home,0
11913,62039,353,24,0.56,14,7,education,1
9556,121902,624,24,0.62,15,1,personal,0
22300,67800,757,15,0.09,12,5,auto,0
6498,60761,564,10,0.46,11,6,auto,1
11582,114626,681,14,0.61,3,5,business,1
47633,106103,512,5,0.44,14,3,personal,0
10569,138368,632,13,0.09,2,5,auto,0
5857,63663,309,26,0.54,18,3,personal,0
1340,100903,657,5,0.09,3,8,home,0
44949,60412,502,18,0.62,9,0,personal,1
17766,138998,357,4,0.08,11,8,business,1
27132,130252,793,10,0.15,3,3,business,0
9491,136446,809,3,0.24,5,2,education,0
1138,55367,522,25,0.49,9,4,home,1
1358,140304,668,25,0.73,10,2,home,0
10714,25813,717,27,0.13,6,0,personal,0
20840,79894,846,8,0.15,6,7,business,0
35395,122157,402,8,0.31,11,8,business,0
31654,145626,460,16,0.64,17,5,business,1
26879,71444,499,7,0.38,2,1,home,1
16996,54269,459,14,0.28,9,5,business,1
38772,81748,435,8,0.44,18,5,education,1
27762,61190,697,4,0.23,5,5,auto,0
14283,60318,691,3,0.33,6,9,business,1
40420,57018,405,25,0.28,4,8,education,0
20554,144078,353,19,0.61,9,3,education,0
21219,59759,576,17,0.7,5,1,auto,0
35919,36498,410,8,0.58,4,7,home,1
10429,45989,523,20,0.36,9,5,business,1
47840,122710,374,26,0.4,18,9,education,1
45695,45568,805,2,0.14,11,0,education,0
40673,137035,313,21,0.57,16,5,auto,1
20218,86577,781,8,0.47,2,1,education,0
13452,125231,488,8,0.68,16,3,business,1
49980,134699,663,27,0.19,19,1,home,0
19951,50099,538,28,0.58,10,3,education,0
2307,109900,700,20,0.53,4,6,home,0
15852,60639,603,23,0.24,12,7,education,1
26232,124679,390,3,0.52,9,2,education,0
36428,43482,691,20,0.7,13,0,business,0
44171,89212,483,6,0.69,5,9,home,1
27485,75261,316,6,0.55,2,0,personal,0
11238,131321,311,28,0.08,3,9,business,1
39975,107317,465,22,0.66,8,6,home,1
2140,50048,445,7,0.51,6,0,home,1
25842,23065,581,26,0.27,5,2,home,1
27421,22036,848,20,0.18,4,4,personal,1
2708,55814,468,0,0.13,16,4,business,1
4630,79694,469,26,0.09,8,3,personal,1
20595,36924,645,8,0.58,12,7,education,0
11485,149493,798,24,0.22,5,2,auto,0
29308,80204,759,22,0.07,5,7,personal,0
45789,52844,596,11,0.33,13,5,education,0
27086,137755,441,5,0.39,11,3,personal,0
17859,134184,352,12,0.17,11,9,home,1
8684,101943,417,28,0.08,19,2,auto,0
26552,41518,664,4,0.18,7,9,auto,1
2207,37059,435,20,0.53,17,9,education,1
47099,43052,713,18,0.11,5,1,personal,0
2960,145274,376,25,0.44,6,5,personal,0
1557,89803,317,0,0.15,18,0,personal,1
30689,91524,702,21,0.19,18,9,education,0
49651,113510,504,23,0.33,9,7,personal,1
14893,145639,798,29,0.12,18,4,auto,0
33272,109572,623,17,0.17,19,6,auto,0
1882,28680,580,7,0.29,17,6,business,1
38529,87021,465,23,0.28,9,9,personal,0
39635,100249,542,25,0.57,1,5,personal,0
30535,40043,778,7,0.1,18,4,auto,0
13869,146115,463,25,0.65,13,1,auto,0
8166,22419,623,14,0.62,8,2,home,0
13982,76892,507,18,0.59,14,2,home,1
41697,141831,614,9,0.27,3,4,business,0
39115,133616,603,23,0.63,4,1,auto,0
8269,121799,538,15,0.18,11,0,business,0
29064,37140,523,10,0.14,7,3,personal,1
14527,63484,387,11,0.08,5,9,personal,1
3454,83869,836,15,0.71,2,2,auto,0
21878,65210,728,15,0.27,6,2,education,0
13991,77600,519,27,0.69,5,9,business,0
3808,136467,574,29,0.24,15,5,education,1
40410,98497,365,19,0.69,11,8,personal,1
37593,128611,722,2,0.68,5,9,business,1
37304,26487,554,26,0.7,18,9,personal,1
31386,80692,424,8,0.4,8,1,home,0
49077,82112,445,7,0.66,11,4,auto,0
4802,51110,684,9,0.72,17,1,home,0
29753,127968,746,28,0.28,14,5,business,0
22083,36360,686,12,0.34,2,0,home,0
19354,69410,682,17,0.55,7,0,business,0
23190,122379,576,12,0.26,18,8,education,1
7142,110418,681,12,0.58,1,9,auto,1
29398,142702,423,14,0.1,15,4,education,1
42862,103038,566,12,0.42,1,8,personal,0
34132,133589,410,29,0.14,17,7,auto,0
20503,93167,680,15,0.26,7,8,home,0
49456,23017,457,7,0.23,16,8,business,0
35631,106261,847,26,0.64,2,7,auto,0
17499,80124,417,26,0.19,15,2,personal,0
40852,136346,627,18,0.62,11,6,education,0
9016,110298,367,9,0.61,2,3,personal,1
3384,70949,733,11,0.4,11,7,home,0
16072,78268,658,13,0.21,16,6,business,0
37703,86320,742,5,0.21,2,8,business,1
46895,113556,463,20,0.38,19,7,home,0
15482,123995,660,23,0.06,16,2,business,0
41510,101301,418,8,0.42,8,4,auto,0
49933,51127,494,26,0.72,5,2,auto,0
22826,23196,540,6,0.16,8,8,home,1
3490,95088,808,5,0.45,14,0,home,0
47092,61300,441,21,0.72,14,6,personal,1
26518,69714,330,0,0.65,18,8,business,0
25045,51921,522,20,0.65,5,2,education,1
27910,24746,565,13,0.63,10,6,home,1
25566,88535,581,23,0.27,15,6,personal,0
34905,85350,680,5,0.67,13,1,home,0
28103,70345,361,11,0.71,9,4,home,1
37188,129606,820,16,0.4,9,9,auto,0
6845,69220,370,4,0.3,19,6,business,0
22162,101131,835,28,0.34,9,1,home,0
37674,42063,439,10,0.28,5,9,business,1
20337,137116,615,27,0.2,6,9,personal,0
23313,91736,639,4,0.48,10,1,home,0
27943,123700,827,11,0.44,10,5,education,0
13413,108913,840,2,0.37,6,1,auto,0
1276,98946,715,23,0.12,1,9,education,0
18611,65971,766,8,0.61,13,0,auto,0
40105,23598,674,5,0.17,8,2,home,0
12944,30564,590,21,0.13,13,0,home,0
16906,131052,342,1,0.49,6,5,business,1
21536,116434,352,25,0.33,19,3,auto,0
28810,143723,531,1,0.09,12,1,personal,0
13306,69725,511,21,0.3,15,6,education,1
11503,106134,307,11,0.59,8,6,personal,0
20225,125940,782,7,0.48,11,7,auto,1
37976,79940,341,1,0.3,9,6,personal,1
12590,82085,632,8,0.18,19,0,auto,0
11886,37862,532,28,0.49,11,2,business,0
13866,30265,369,15,0.67,6,0,business,1
2088,29705,315,27,0.5,15,1,personal,0
4363,75279,368,29,0.62,17,0,personal,1
33792,82471,352,24,0.42,12,8,auto,1
10764,111080,678,14,0.55,2,6,business,1
21620,99834,762,13,0.68,4,8,personal,0
43727,82979,826,19,0.59,3,7,auto,0
13935,75828,362,3,0.69,2,9,auto,0
9068,118206,560,3,0.35,19,1,personal,0
8295,136884,799,10,0.68,5,0,education,0
42160,128007,420,20,0.49,17,4,home,0
12390,66104,539,23,0.66,16,6,auto,1
42216,60934,764,17,0.08,16,1,business,0
21131,143534,406,26,0.51,12,3,home,1
30218,134420,479,4,0.64,4,6,auto,1
11433,26050,315,29,0.17,17,8,education,0
16038,63952,654,1,0.51,19,5,home,0
29182,106570,608,14,0.63,2,6,business,0
12528,131016,480,10,0.25,5,7,home,1
22281,28484,473,26,0.33,1,7,personal,0
49511,82648,653,23,0.45,14,8,auto,0
9605,79945,653,16,0.41,9,9,personal,0
35782,73678,518,15,0.08,17,1,education,0
2381,51323,614,14,0.12,12,6,home,1
2098,106332,733,22,0.12,12,1,personal,0
20810,114605,581,2,0.23,15,6,education,0
25322,107363,558,19,0.22,16,8,personal,0
42869,144468,304,29,0.57,18,3,business,1
33955,143475,693,14,0.45,14,4,personal,0
45716,55361,635,23,0.58,12,4,auto,0
11207,30315,362,18,0.1,11,1,personal,1
22793,67968,343,27,0.39,15,2,personal,0
3092,46519,452,28,0.28,8,9,personal,0
29220,29107,455,12,0.64,17,0,personal,1
19514,141540,777,15,0.55,8,2,personal,0
39010,75781,574,22,0.66,4,4,home,1
9549,23869,657,11,0.08,10,8,home,1
23031,100983,725,16,0.55,6,0,business,0
6185,47370,831,15,0.43,6,5,home,0
16271,82695,782,8,0.63,17,1,education,0
6776,80422,513,28,0.41,8,5,auto,1
13449,27971,378,5,0.43,13,9,personal,1
25297,116805,438,18,0.09,15,5,personal,1
41591,143855,397,22,0.52,4,0,personal,1
16717,45651,497,12,0.24,15,4,business,0
41123,76974,455,20,0.06,14,9,business,1
40233,121293,349,23,0.1,11,1,education,0
46505,43446,778,7,0.72,17,0,personal,0
47092,146347,527,11,0.29,10,8,business,0
11350,58108,756,8,0.66,6,5,personal,0
31622,95179,821,21,0.72,6,0,home,0
36323,23823,448,3,0.71,1,9,personal,1
3951,33454,357,12,0.67,5,8,education,0
18622,23932,461,1,0.68,4,8,education,1
5727,30220,776,2,0.25,11,6,business,0
39454,94090,406,4,0.16,17,8,personal,0
37469,87965,726,23,0.5,7,0,education,0
36548,48208,694,27,0.39,3,2,home,0
24782,92980,485,25,0.12,2,7,business,1
29454,30510,745,17,0.52,8,2,home,0
3368,64045,747,20,0.44,5,7,education,0
16592,30537,386,13,0.65,5,2,business,1
23173,92683,548,24,0.48,10,3,personal,0
34204,125935,739,1,0.45,12,3,auto,0
36596,89134,556,14,0.36,17,4,personal,0
35324,122633,576,7,0.37,14,9,personal,0
47132,92254,737,15,0.72,5,9,home,1
24864,128227,815,2,0.15,5,3,personal,0
48829,142906,501,23,0.36,6,6,auto,1
31750,33782,479,19,0.51,15,3,business,1
11576,134780,624,19,0.35,5,0,business,0
17566,145544,774,27,0.25,8,4,auto,0
8190,143188,699,22,0.25,1,7,home,0
24071,85587,516,4,0.21,3,5,auto,0
39333,102238,752,3,0.29,19,3,business,0
16369,95720,703,22,0.66,15,3,auto,0
25035,98004,539,11,0.4,4,0,home,1
2589,42072,485,18,0.22,2,9,personal,0
26235,101015,347,14,0.32,17,0,personal,0
1159,114003,685,24,0.12,12,2,business,0
13145,108938,507,29,0.68,8,3,home,1
16373,92746,456,12,0.34,5,3,personal,1
32921,65702,524,4,0.74,10,1,personal,0
40323,122260,443,11,0.29,19,8,personal,1
17237,26057,718,18,0.64,9,7,education,0
42971,148259,410,1,0.23,16,2,personal,1
9244,50916,764,6,0.1,1,1,education,0
15743,47268,431,27,0.07,15,0,auto,1
32566,63978,633,22,0.47,2,9,business,0
47101,132894,374,27,0.27,14,8,business,1
47109,144904,711,28,0.36,16,4,education,1
19691,43259,818,4,0.62,10,7,home,0
34996,73583,335,19,0.22,12,3,education,1
6590,99400,522,28,0.27,13,1,personal,0
6585,54293,829,10,0.64,9,4,home,0
10227,131581,540,17,0.39,2,7,business,1
29278,27043,433,17,0.63,19,5,auto,1
39814,70430,690,6,0.31,15,7,auto,1
13237,127009,401,9,0.33,15,2,education,0
16649,58893,797,22,0.17,1,4,education,0
38713,60642,810,19,0.69,18,1,education,0
8927,98065,836,13,0.68,7,2,education,0
46409,50868,844,19,0.74,10,6,business,1
49766,46309,642,19,0.33,9,0,personal,0
47154,146250,305,10,0.62,19,7,business,0
8016,43284,493,1,0.34,11,4,auto,0
15027,146801,436,12,0.37,4,1,auto,0
49688,133259,772,12,0.63,1,2,auto,0
25142,120804,515,8,0.17,12,3,personal,0
47520,89000,648,16,0.2,1,1,personal,0
24545,104179,482,14,0.27,17,9,home,1
32897,82107,467,23,0.6,9,4,personal,0
4167,85049,337,21,0.31,8,6,auto,0
45757,49265,770,28,0.3,4,8,personal,0
27917,101490,751,25,0.75,8,0,personal,0
23736,149154,789,22,0.32,10,9,personal,0
28990,43880,441,27,0.22,18,5,education,1
15087,104579,402,20,0.49,15,5,personal,0
23440,20255,341,21,0.61,19,0,education,1
36205,21502,446,21,0.1,11,1,auto,1
16275,90192,365,28,0.48,4,7,home,0
6276,85424,492,15,0.08,9,5,business,1
42627,95838,597,24,0.42,8,0,home,0
41586,90966,337,9,0.23,16,9,business,1
38496,61366,801,28,0.26,13,9,auto,0
20008,47425,727,19,0.38,5,5,education,0
6738,72328,651,27,0.7,13,9,personal,1
33402,134280,625,26,0.55,19,6,education,0
6793,87396,337,11,0.71,2,1,business,1
38291,91694,396,28,0.51,12,3,personal,0
6571,25806,407,4,0.05,9,6,business,1
32331,106274,450,19,0.24,1,5,business,0
17209,37106,373,16,0.68,14,7,personal,1
49014,76731,356,9,0.5,7,5,home,0
26394,95010,634,5,0.74,17,1,home,0
44148,102533,551,20,0.16,14,0,business,1
26682,138019,553,19,0.26,17,4,auto,0
3224,52599,684,5,0.3,2,9,education,0
42157,91326,755,11,0.28,9,9,home,1
49695,137804,558,20,0.23,15,8,personal,0
45452,95706,764,18,0.36,16,1,business,0
44408,29004,333,1,0.5,9,6,education,1
33441,128282,794,12,0.27,4,8,education,1
42430,135018,625,21,0.11,15,3,business,0
40129,71364,537,19,0.55,10,3,education,0
35716,45792,840,10,0.37,7,9,auto,0
45859,115752,765,14,0.44,6,4,business,0
27586,84912,603,12,0.37,15,5,education,0
45760,74645,416,25,0.67,2,6,education,1
24478,27232,506,2,0.44,15,8,home,0
7318,98210,780,13,0.7,18,5,education,0
29694,74766,702,7,0.41,14,2,education,0
21180,140601,532,27,0.25,18,1,home,0
13180,101588,583,8,0.3,3,5,business,1
34002,68542,779,14,0.42,14,8,home,0
16372,25913,308,22,0.42,6,2,personal,1
30796,132406,678,17,0.53,14,3,personal,1
25427,133693,680,7,0.21,2,2,auto,0
34290,113449,659,10,0.51,16,6,education,0
29099,30567,475,28,0.6,16,3,personal,0
46486,58379,784,28,0.52,17,5,business,1
10821,94968,704,26,0.39,16,5,business,1
6832,20319,332,4,0.74,16,8,personal,1
13820,110005,764,14,0.33,8,4,home,0
17211,130990,456,14,0.12,6,6,auto,1
40890,112026,501,26,0.63,18,0,home,0
6842,106120,474,25,0.2,14,7,auto,1
2316,24791,543,6,0.55,16,1,personal,0
46968,117272,568,20,0.18,8,3,home,0
18508,20329,745,17,0.06,18,9,personal,1
23005,94387,373,27,0.16,14,6,auto,1
16206,81032,395,11,0.31,17,5,business,0
19971,64078,472,11,0.12,8,3,home,1
26599,108662,705,3,0.19,16,7,personal,0
23056,41300,454,28,0.59,10,6,auto,0
2378,95700,482,10,0.59,10,5,business,1
2519,149664,622,20,0.62,18,4,home,0
23161,70945,588,5,0.64,18,4,auto,0
41703,75609,557,20,0.34,9,6,home,1
39861,80562,473,9,0.66,1,5,home,1
6355,110045,629,26,0.42,16,3,education,0
10083,81901,530,14,0.38,10,6,personal,0
39342,25703,460,0,0.55,15,4,education,1
21456,112645,485,16,0.2,5,6,home,0
14324,83115,442,2,0.6,17,6,auto,1
3257,128953,581,24,0.35,9,1,personal,1
28364,108090,326,10,0.14,6,3,auto,0
25972,47676,545,17,0.13,2,9,auto,0
47179,81710,786,9,0.17,13,3,business,0
27654,80077,501,20,0.67,18,6,home,0
16233,141332,320,8,0.74,4,7,auto,1
16887,109340,393,6,0.3,10,0,home,1
30320,65440,307,10,0.25,11,6,education,1
21808,56923,771,7,0.2,13,5,education,0
31154,49802,638,1,0.63,17,9,auto,1
35773,110331,558,4,0.2,11,0,home,0
28747,82904,354,8,0.7,4,7,business,1
11860,80162,847,0,0.52,14,4,personal,0
43838,144786,305,16,0.68,3,6,education,1
43156,85169,676,9,0.44,12,7,education,0
19156,88147,349,7,0.53,4,6,business,1
21360,42075,411,17,0.48,16,9,auto,1
19135,137281,445,24,0.63,7,0,education,0
26351,102015,529,9,0.64,19,5,education,0
31499,94716,796,8,0.46,18,0,personal,0
48377,29304,605,3,0.49,9,3,business,1
24554,149851,841,1,0.7,11,3,business,0
20604,140729,760,18,0.7,19,7,home,0
17923,79622,525,9,0.51,17,5,business,1
48591,74215,358,16,0.06,18,6,personal,0
9547,100146,375,2,0.12,6,9,business,1
45283,93973,727,20,0.65,3,6,home,1
34002,128654,431,18,0.11,14,6,personal,0
15562,32521,797,18,0.2,9,9,education,0
8480,138037,604,25,0.21,3,1,auto,0
27672,44028,366,21,0.47,2,5,education,1
5213,59328,529,18,0.45,19,7,home,0
11293,47301,632,18,0.25,6,7,personal,0
35441,58015,576,14,0.2,3,3,education,1
3100,107276,443,24,0.59,9,6,home,1
45617,56845,550,17,0.7,18,8,education,1
29172,106818,379,16,0.09,7,7,auto,1
21132,96394,356,9,0.14,2,1,education,0
19199,64159,665,23,0.5,1,7,education,0
37609,63714,607,28,0.61,5,2,education,1
43965,100722,473,13,0.6,3,3,home,1
9016,119721,761,18,0.55,7,2,personal,0
40779,116730,792,22,0.67,6,7,business,0
38261,45230,673,17,0.2,1,3,home,0
32881,112554,648,10,0.13,19,0,business,0
18058,69262,366,10,0.48,14,8,business,1
25472,110201,629,11,0.63,10,8,education,0
42346,61722,493,7,0.46,2,0,auto,1
35926,66359,454,15,0.72,11,7,business,0
35832,82796,459,24,0.61,16,1,business,0
37021,60159,565,23,0.54,17,6,education,1
